Customer Id,prediction
VZY3703GOWWB,0.64361715
FFL9C6CIZ6IQ,0.43526968
5FUE0YKFHXD6,0.0054082205
YA6XB9JXFHKQ,0.97218466
3VU3ECMYJFFD,0.54093534
VB20LQQ6BD8E,0.007690286
CRBUKGWCBAJI,0.53893405
0TT54U36ZJAU,0.00042505938
GZHYLL80A15A,0.13263077
YEJ1ZAEG328N,0.0024346504
3CTD0580ZN2W,0.083027974
TEORBES9MBU1,0.0050083855
G71B80T0KII9,0.23929526
1H0DXXO2LL8V,0.00016543052
J9WRU0F6GX4Y,0.13263077
4EY5NHSX2D90,7.8017016e-05
RGA4IJAMKB11,0.99989545
PTYYTFT7Y0T0,0.00024782264
9YQ73D4EFSTU,0.97218466
BGP67X6XEUEH,0.8976927
8MFFQE4I8RAD,0.99984
8QE237RPLQ6O,0.37958246
EY3QB8SUBXC6,0.99999475
EV6WYCP9JSVM,0.058846537
6UMOLSY0CD7Y,0.0010134566
NAVEVOGULGOO,0.48432288
2SLGKXO0J0TO,0.9996481
MPVN5UNQO77G,0.12781361
BY11TELFYIFB,0.45137095
SY6GNRWBUOER,0.9999988
C0MEQCRKBKMZ,0.9999999
ZA5J3V6X1ZLA,0.26103887
TOQ7FFYEEDC1,0.6770601
T4IUC96SKJYH,0.99925333
D15H6GCWV42R,0.00062371284
G3BLZLUFDTXE,0.45791355
JFCM42IC7AGV,0.18372072
PJCGECEOKQU0,0.15821478
9YPBEJBQQ2IM,0.48975706
PIZK163UW49S,0.99924505
83TIUUHFRH0I,0.16753784
TVA98UGCJLXL,0.999637
LS0C4TNGHYDN,0.49828002
HKJO9TV9CIFS,0.9933721
A3H6VIJ8EBSG,0.0502809
SQM0J39NJV7Z,0.99928313
3REX0554TY45,0.011599794
W3TZJLZIBYOZ,0.003113741
NZVQDMDE7PG5,0.9393881
6C7IF04G8CTP,9.929305e-07
0GP2EQWIGAB8,3.9376555e-05
AKPYR0SWUP51,0.007629116
SUZLRXQ1D72A,0.19215709
28QDD1Z8V8JB,0.0023109855
SZ2H5UGLUC8G,0.99412775
5D3483DC72BM,0.99995613
FMG5DBT7OTH3,0.99999845
SMTJZVC119IW,0.65966034
IM3WRLREKPL6,0.9911333
7KV1GJ03X8W5,0.08114163
YNB3PHEUX049,0.35858762
P5N2FU3LRAER,0.00073799415
VUPDVNKWD45Z,0.00015953666
J5MN02VDHC0H,0.08114163
GWTRYW3GSTGA,0.5871279
K49CAO9SY5WA,0.3810577
SDBSMCGDYUZF,3.519764e-08
OMI0X9YUCUN0,0.4376471
PHVNF2GQARPU,0.0983591
GLQ2UYGF3L3R,0.45591044
UK3LHF4NDDKN,0.05790265
2CU0D33Y1Q4R,0.99939966
N34G2ZVTVA2D,0.01723462
7G3PPXCQ644V,0.0048174937
1XP6QTS4WIM7,0.024890812
SEJQUEYJJ249,0.95192343
Y2OM6QA13VH6,0.99460346
NO85N3SIF7L4,0.00013360524
JD6PJ9PWILNX,0.49262536
7PNHP54URB6D,8.245581e-06
4L87O74SMNOV,0.6108347
5L4LXF4T56UB,0.37958246
N6ZFGKWJP912,0.07736956
HAVA366SLZ0M,0.52881515
58TJ9T7OC3MF,0.021328324
5DE183IQM7H9,0.9997451
D7NQKKW1Q7YI,0.90967023
O66MEC9F7H54,0.08114163
EHIXPO7T4Z9H,9.841619e-05
VE4A2V3Q8WC4,0.01474629
AO1SRI3DVAZW,0.9970594
VNPMDP0OMDYT,0.9999918
7VS4H83F18UA,0.083027974
CMIHMQTLAXWP,0.5569064
BQTQMJR6F4ZN,0.64361715
F091BCM3W01K,0.046461158
9GIZ2EDVRLWJ,9.823721e-05
X1F5GA10EGW2,0.9974502
UOQXCL7FDN6W,0.99765116
FCOYZYHNYGVH,0.99436283
CE3Q7PKINAVQ,0.0070120776
QGD8B2PAHZ6L,3.5825152e-09
MLIBHN453LJQ,0.029164037
N7K0L7EMGCO6,0.79281104
3YR06LUI7LU7,0.54093534
WN20SE8YOVWV,0.23616241
NLW0WEO4VYJF,0.991623
D4XUCXPBBPV3,0.99907076
9VUFS0OZX5Z3,0.33558407
297BI8867BFN,5.3341668e-05
VQ4UI9R9XISF,0.182899
J1J2OATNQOFK,0.40774745
0WYGRR9ZD48K,0.022144273
G04VM18NT298,6.470481e-06
AGLVD50YWY8A,0.24819374
LIJT671XZ62T,0.96923244
FMM5UTX1QQZN,0.99909055
NBE3A806JL5F,0.18372072
V6FDY8ZMJHT7,0.98859066
4U2XJ6271915,0.95153093
QMW0R74SG4EJ,0.02610184
H8TTLBTXA004,0.00029127617
6IQUHI4IAG5S,0.22934999
FI6WW6C9VUAX,0.00092784234
WNGZ1MTX92OG,0.97053784
JCF5QGO6CROG,0.0073755556
9E2LX3L8ETSA,0.017974861
M7IQC8TO8JKB,2.5826585e-06
ME3M7WM6T32B,0.9947844
EK55FNFX9Q72,0.9890565
652EVX4P1R3J,0.42403817
YOXRHT1V7FD3,0.0058194995
37KGNRIHP8NO,0.99996567
E248WCNPHX5W,0.01042724
YI8YE6S0FDI9,0.99997985
X1YG6QWAK86S,0.99800783
PRNA7A5D4V7Z,0.07014609
1MZLUFQ2H718,0.42403817
NAWDR2QOSPZN,0.999037
84N25UU1VDZ7,0.9963509
RW4TACYQD7TN,0.994372
XU7J0KZAYTF2,0.45591044
XVKE0VPB65XT,4.3100736e-06
NELDECJH8JRE,0.97495055
QT226WRIYPMU,0.046461158
DFXZBIAF4FO4,9.823721e-05
893Q9C6L1A9I,0.16410948
APR9MBD19RF3,0.0074852384
TECGU8NZHCBR,0.022698127
FZUCYJ2A59A4,0.37958246
8D5EJ5PR7MGI,0.15826511
IDJPBC358MBR,2.4080973e-09
LQSEDH382NSL,4.3100736e-06
772FMP9V82HE,0.0042118747
7MWS30ZU1X9T,0.022593487
5XHG6C0WCYFW,0.2706901
9DC62VREM4P5,0.5823398
WVKMH333KJH5,0.7677195
BXPPXF7AV9DK,0.00524673
78IYLCFC38KF,0.00048556153
9M96CIQHVVVE,0.022144273
QUQLQ77VLMJI,0.34802425
2FRIT5RX4IMK,0.4376471
ALIYXHLRRENA,0.0057505844
HNPE8NXPPZRR,0.16777295
ZQTI3Z91DEPJ,0.99989545
KV8XSGW3GN89,0.0037875911
R3ZCG1SLSWKD,0.99907076
OK8ZSJZ4PAL2,0.9592337
Q18FDOQ7SWAN,0.15821478
TT87EQ3ID673,0.9999424
YQXAKC26VANV,0.99821484
JX11MN1KK8IK,0.99999833
ACUJVWHSHMOS,0.99991083
567T04ZBELBC,0.75341445
DWLQBX6LYCBZ,0.013883284
GRMPI2MI077L,0.98808795
SWK48DFRHFJL,0.8066899
J8Y76Y707D0Q,0.91140914
01J3KFMHSOYK,0.5948303
QYE593T5WA7G,0.6996434
OHAB7MK661OQ,7.769508e-06
UX10OHMFKOOX,0.8031032
KG2TALV5VZIV,0.25049034
VYCMV99IM1E3,0.16145928
QN9J18V4JOBY,0.993997
IM4JN6BKK1YN,0.4845431
YK8X489TGJP4,0.9999976
E1PN68XOT6FI,0.33418125
LLW5H9DM4DQ7,0.999432
SSUKLO8V0HIO,0.4376471
HOESPKLQ3L0O,0.99995506
CE0BOB44QW5G,0.16315413
PAJV1DHQ6ON1,0.99195296
NAFUZO1OELXN,0.0011185096
ACEZDHLKLA1W,0.0033294475
W70CRD0G57HI,0.0013624667
TQVO2G8K8K9C,0.99998486
H7Q4LFE6EABJ,0.10791889
A0AK66S05C7G,0.00013360524
D4JT5XNSFM51,0.00018394059
8NN1J6J6DUL0,0.023960356
2XTCG1C3PMVM,4.0810363e-07
9RT2SE95HUTM,0.06727291
QSWXLGWXYK6J,0.048530627
QJHJM6SRFUPA,0.99837637
O7XPVQVWXDF9,0.00026409808
307P747F1PEU,0.74709964
UH7SKD1613JH,0.8520574
CD6TVXTZ9DNT,0.00079657475
MTKIAQIQJKY3,0.42403817
5F9I5P13LN31,0.0056649824
WSYZZ8QMFKA0,0.08097263
X808V1E2X3LP,0.024890812
VNOQE325D0M0,9.069365e-12
TLSA9RCWD8VE,3.2868914e-07
8BHHDH67S2TQ,0.086077325
9HN7ECG7UL7Z,0.024444709
E5SBCKESPTEC,0.16753784
XDZP31MLASFN,0.17669751
K39MIZJAM9CG,0.022144273
G2LKRAXWWXL8,0.037317
Q0YPCKQYG8K4,2.2567634e-09
WQBZVD6P8V8L,0.0031867975
SZ063LJZWX0Y,0.65966034
BETYM5Y2K23T,0.0001241201
TGC5KS2C7OMB,0.26266432
8Q0LRTYSB6KV,0.0035525511
CZMAYIJL3GW3,1.9873276e-05
UXR2KYJJTKGH,0.99038625
AE5PI2OEI8SU,0.33353993
L17J857RSTTI,0.3151647
412CNI1T4EU6,0.20608597
0RARWFXAGY4Y,0.99999475
WZX6FMF0KGW5,0.9997416
WZPRRZ5RQZ06,0.0010830078
BGQAXVAHQ3ZX,0.99965286
1EG2BQYRF4RP,0.55979156
DYL7S6TSH3FQ,0.9989403
YATJNP0ATXQ6,0.24221262
GVDWL1TFJ1OP,0.052227303
JBNSRNI427V4,0.0009147727
5AA3RCV59JMR,0.1838534
J8KXVRW9JYM0,6.787635e-06
0F8R4Z9SWTRY,0.0072595845
C0CT5ENUJZWB,0.0010134566
9V15PL0AT9RE,0.973677
M8ELTAL9NP88,0.9997352
0W1VC2TU9G86,0.0005934403
5BZOWNDY0NR1,0.037317
WQI6H4AVI5U3,0.7056932
RX989U7VG9E1,0.6251652
XFMYS5S5UD6M,0.07566232
2Q5HY0EURE15,0.0010384272
GE9MI25N9WQY,0.024418546
3FNP3MP38GYU,0.62502605
ZVH36NP8OG4D,0.0051790248
FW8SMMMPY4WU,0.30637154
O4A0OAXTM03N,0.24221262
3GR83WEEQSV8,0.024890812
UDLVUD5IAZSD,2.4484477e-08
QASEMI999VQS,0.5317063
X6ROFOLPMV9W,0.057794504
3Q388GKKWUZH,0.99780005
EXJFKEQ2TJ0P,0.9999994
FANEVXELT49J,0.39863208
MYGYHGCEATIH,0.99623495
UQ03LL4ATH8M,0.024890812
HRRK5MPSGSV2,0.9332842
KGMXFOD1WZZV,0.36532453
JCWRXSFRCERF,0.0012306859
FOX1YSDWFEGQ,0.012908188
V4XLSROPQPD1,0.99998486
U37F5D4U2OS2,0.0005485587
CUH38GMHNOU4,0.49986997
ROQRPJHWEX1M,0.008542235
XBYGLKPWC7QG,0.99960476
M2734GSVMZO3,1.9873276e-05
LOAVO7K4NBU5,0.15150547
J3D60BHWHOWI,0.5546943
QIDBYFQG6LYN,0.060982782
9VM3F2Z5VYOL,0.9244649
UJZ78FOQHCQD,0.77582866
JQQQEJIC25Q9,0.13054736
W1GDY1SAL6QG,0.0502809
B9QMO1BV0JUW,0.00524673
4UTLX3CJSRVK,0.9999926
0H5Y5LI6PTT4,0.037317
DRNMGQ7UIU49,0.26103887
FTKS0A5Y7W2Y,3.894838e-05
TMQ2Q4YPVAOP,0.0023014555
GNA46LRTKPEK,0.9963104
XGH2H0GWBNFD,0.32294622
XXCNZB2COVXZ,0.02642406
7M23LC9BOL6E,0.99985504
CZ8AGD9TQHOU,0.9998318
H5UYRGVUOT07,0.3627178
66D7SXR2TV47,3.1436687e-07
ZJ1POKFH28XX,0.99575543
75T7UOODGNNF,0.9244606
EX2TE1RD9KMX,0.00018394059
CEQYKJNOK2Z2,0.009431989
76DJOYWROQUZ,0.15150547
ZRN4REIDC6HB,4.6740403e-09
RVKZNCV7O64F,0.11619516
6BHXBF52EFQ1,0.23929526
2CRC2LOEQE52,0.3956168
FK9FA72HCXMF,4.126958e-05
FDGDWM14DMBW,0.18143813
3DX6ELK6AHRZ,0.005286278
5937D7D840DH,7.008195e-06
9PI8I4OVIL36,0.9999678
Q2C0XIMP5KBG,0.9882321
JROLCX6LL2RO,0.8600576
C6P5QGVEVQTR,0.02073011
3T4IU1ZJNDIA,0.51665646
N3ON6CQWDU4Z,0.7348805
LWW08WASNJ2T,0.0651265
L2RAKTUJP4HS,0.2116153
6BPL2YN1MFAQ,0.0073755556
